time,fusion
2018-10-10 06:00:00,17009kt 9999 WM MNClD M 14 08 q1003 17007KT CAVOK 13/07 Q1003 NOSIG
2018-10-10 07:00:00,18009kt 9999 WM MNClD M 13 08 q1003 17009KT CAVOK 12/07 Q1002 NOSIG
2018-10-10 09:00:00,16007kt 9999 WM MNClD M 17 09 q1003 16007KT 110V190 CAVOK 18/08 Q1003 NOSIG
2018-10-10 11:00:00,19011kt 9999 WM MNClD M 20 10 q1003 19012KT 160V220 CAVOK 22/07 Q1002 NOSIG
2018-10-10 12:00:00,19011kt 9999 WM MNClD M 21 09 q1002 21013KT 160V260 CAVOK 23/06 Q1002 NOSIG
2018-10-10 13:00:00,20011kt 9999 WM MNClD M 22 09 q1001 24013KT 200V270 CAVOK 24/07 Q1001 NOSIG
2018-10-10 15:00:00,20011kt 9999 WM MNClD M 21 10 q1001 21015KT 160V250 CAVOK 23/08 Q1001 NOSIG
2018-10-10 16:00:00,19009kt 9999 WM MNClD M 21 10 q1001 23012KT 190V260 CAVOK 22/09 Q1001 NOSIG
2018-10-10 18:00:00,15005kt 9999 WM MNClD M 18 11 q1001 VRB05KT CAVOK 18/11 Q1000 NOSIG
2018-10-10 20:00:00,18009kt 9999 WM FEWNClD M 17 10 q1000 VRB10G24KT 9999 FEW040 18/12 Q1001 NOSIG
2018-10-10 21:00:00,20013kt 9999 WM FEW040 M 17 10 q1001 18014KT 130V210 9999 FEW040 18/12 Q1000 NOSIG
2018-10-10 22:00:00,20015kt 9999 WM FEW040 M 17 11 q1001 17011G21KT 120V230 9999 FEW040 18/12 Q1001 NOSIG
2018-10-11 01:00:00,19013kt 9999 RA FEW045 M 16 13 q1000 20013G26KT 160V240 9000 RA FEW044 16/14 Q1001
2018-10-11 02:00:00,20015kt 9999 RA NSCNClD M 16 14 q1000 20009KT 160V240 9999 -RA NSC 16/14 Q1001
2018-10-11 04:00:00,25007kt 5000 RA SCT025 BKN 16 15 q1002 VRB02KT 4000 RA SCT020 BKN040 15/14 Q1002 NOSIG
2018-10-11 05:00:00,25007kt 9999 RA SCT025 BKN 15 15 q1002 VRB01KT 7000 FEW020 SCT040 15/14 Q1002 TEMPO RA
2018-10-11 06:00:00,24007kt 9999 WM SCT025 M 15 13 q1003 26004KT 200V330 7000 -RA SCT030 15/13 Q1003 NOSIG
2018-10-11 07:00:00,23007kt 9999 WM FEW030 M 15 13 q1005 25008KT 220V290 9999 -RA SCT030 14/12 Q1004 NOSIG
2018-10-11 09:00:00,24011kt 9999 WM FEW030 M 17 12 q1007 21009KT 9999 FEW030 16/12 Q1006 NOSIG
2018-10-11 10:00:00,24011kt 9999 WM FEW030 M 18 12 q1008 24007KT 180V340 9999 FEW030 18/11 Q1007 NOSIG
2018-10-11 15:00:00,20011kt 9999 WM FEW040 M 19 11 q1008 21012G22KT 150V240 9999 FEW040 20/10 Q1008 NOSIG
2018-10-11 19:00:00,19013kt 9999 WM FEW030 M 17 11 q1009 19012KT 140V220 9999 FEW038 17/12 Q1010 NOSIG
2018-10-11 22:00:00,19015kt 9999 WM FEW030 M 17 12 q1010 18013G23KT 120V230 9999 FEW038 17/11 Q1010 NOSIG
2018-10-12 01:00:00,19015kt 9999 WM BKN035 M 18 13 q1011 16013KT 120V210 9999 BKN032/// 17/12 Q1010
2018-10-12 03:00:00,19015kt 9999 WM OVC030 M 18 13 q1010 17010KT 080V250 9999 OVC030/// 18/13 Q1010
2018-10-12 05:00:00,19015kt 9999 WM BKN030 M 18 14 q1010 18010KT 120V220 9999 BKN027 18/14 Q1010 NOSIG
2018-10-12 06:00:00,19015kt 9999 WM BKN030 M 18 14 q1011 19016G28KT 140V220 9999 BKN030 19/14 Q1010 NOSIG
2018-10-12 07:00:00,19017kt 9999 WM BKN025 M 18 14 q1011 19017G28KT 150V230 9999 SCT030 18/14 Q1011 NOSIG
2018-10-12 10:00:00,19017kt 9999 WM SCT025 M 20 16 q1013 19021G37KT 160V220 9999 BKN024 21/17 Q1012 NOSIG
2018-10-12 11:00:00,19019kt 9999 WM SCT025 BKN 20 16 q1013 19018G28KT 150V210 9999 4000S SCT024 BKN025 21/17 Q1013 NOSIG
2018-10-12 13:00:00,19019kt 9999 WM BKN025 SCT 21 16 q1013 19018G29KT 160V230 9999 4000S SCT020 SCT026 21/17 Q1013 NOSIG
2018-10-12 14:00:00,19019kt 9999 WM SCT025 BKN 21 17 q1013 20018KT 160V240 9999 SCT020 BKN028 22/18 Q1013 NOSIG
2018-10-12 18:00:00,19019kt 9999 WM BKN025 M 20 16 q1013 18013KT 140V230 9999 BKN020 BKN025 20/18 Q1014 NOSIG
2018-10-12 19:00:00,19017kt 9999 WM BKN025 M 20 17 q1014 18017G28KT 140V210 9999 BKN020 20/17 Q1014 NOSIG
2018-10-13 03:00:00,19021kt 9999 WM NCDNClD M 20 13 q1010 20020G33KT 160V230 9999 NCD 21/14 Q1010
2018-10-13 06:00:00,19019kt 9999 WM MNClD M 20 13 q1010 20022G38KT 160V240 CAVOK 21/13 Q1010 NOSIG
2018-10-13 07:00:00,19017kt 9999 WM MNClD M 20 13 q1011 20014G24KT 140V230 9999 FEW045 21/12 Q1011 NOSIG
2018-10-13 08:00:00,19017kt 9999 WM FEW030 M 21 13 q1011 21015KT 170V250 9999 BKN045 20/13 Q1012 NOSIG
2018-10-13 12:00:00,19015kt 9999 WM FEW030 M 22 15 q1011 19023G36KT 160V220 9999 SCT040 24/13 Q1009 NOSIG
2018-10-13 13:00:00,19011kt 9999 WM FEW040 M 21 16 q1011 20015G25KT 160V230 9999 FEW040 26/14 Q1009 NOSIG
2018-10-13 15:00:00,27009kt 9999 WM FEW050 M 20 15 q1011 22011G23KT 170V270 9999 FEW048 24/15 Q1008 NOSIG
2018-10-13 17:00:00,25005kt 9999 WM FEW030 M 17 12 q1011 33012G22KT 290V020 9999 BKN006 15/13 Q1010 TEMPO 3000 SHRA SCT025TCU
2018-10-13 19:00:00,28011kt 9999 RA SCT010 BKN 14 12 q1013 35010KT 310V030 9000 -RA SCT007 BKN010 FEW020CB 13/12 Q1010 TEMPO 3000 SHRA SCT025TCU
2018-10-13 20:00:00,27007kt 9999 RA BKN010 M 13 11 q1012 33004KT 270V020 9999 -RA BKN049 12/11 Q1010 TEMPO 3000 SHRA SCT025TCU
2018-10-13 21:00:00,23003kt 9999 RA FEW020 BKN 12 11 q1012 34005KT 280V010 7000 RA SCT018 BKN024 FEW030CB 12/11 Q1009 TEMPO 3000
2018-10-13 23:00:00,22003kt 9999 RA FEW010 M 12 11 q1012 04003KT 340V080 5000 RA SCT009 SCT014 BKN030 12/12 Q1008 TEMPO 3000
2018-10-14 01:00:00,32003kt 9999 RA SCT015 BKN 11 11 q1007 34006KT 260V020 9999 -RA BKN010/// BKN025/// BKN048/// 12/11 Q1007
2018-10-14 03:00:00,22003kt 5000 RA NSC045 SCT 12 11 q1008 21003KT 9999 -RA FEW023/// SCT047/// 11/10 Q1008
2018-10-14 04:00:00,29009kt 5000 RA SCT025 SCT 12 11 q1008 17006KT 9999 -RA BKN020 11/11 Q1008 TEMPO RA
2018-10-14 06:00:00,29011kt 9999 RA SCT015 SCT 13 11 q1010 19002KT 9999 FEW012 SCT017 11/10 Q1009 NOSIG
2018-10-14 07:00:00,31015kt 9999 WM SCT015 SCT 12 10 q1010 33007KT 280V010 9999 FEW012 SCT017 BKN030 13/11 Q1010 NOSIG
2018-10-14 08:00:00,30009kt 9999 WM SCT020 SCT 13 11 q1012 34014KT 290V020 7000 3000S SCT017 BKN028 13/11 Q1011 RERA TEMPO SHRA SCT030TCU
2018-10-14 10:00:00,32011kt 9999 WM SCT025 BKN 13 10 q1013 33011KT 270V020 9999 SCT020 BKN030 14/11 Q1013 NOSIG
2018-10-14 14:00:00,31011kt 9999 WM FEW030 M 15 10 q1014 32006KT 240V020 9999 FEW030TCU BKN032 16/10 Q1013 NOSIG
2018-10-14 15:00:00,30009kt 9999 WM SCT030 M 15 10 q1014 33007KT 280V020 9999 SCT030 SCT045 16/10 Q1013 NOSIG
2018-10-14 17:00:00,27007kt 9999 WM FEW030 M 15 09 q1013 33003KT 260V030 9999 SCT030 15/09 Q1012 NOSIG
2018-10-14 19:00:00,22003kt 9999 WM MNClD M 12 09 q1012 19003KT 140V210 9999 FEW030 13/10 Q1011 NOSIG
2018-10-14 20:00:00,21007kt 9999 WM FEWNClD M 13 09 q1011 19003KT 150V220 9999 FEW030 13/10 Q1011 NOSIG
2018-10-14 23:00:00,16007kt 9999 WM SCT030 M 12 09 q1008 16013KT 9999 SCT025 13/09 Q1007 TEMPO 16023G35KT
2018-10-15 01:00:00,17015kt 9999 WM MNClD M 13 10 q1004 18016G27KT 150V220 CAVOK 13/10 Q1004
2018-10-15 02:00:00,17019kt 9999 WM FEW030 M 13 10 q1002 17015G27KT 120V210 9999 FEW030/// 12/09 Q1002
2018-10-15 04:00:00,18011kt 9999 WM SCT030 M 13 12 q1002 18011KT 150V210 6000 -RA SCT025 12/11 Q1002 TEMPO 15022G35KT
2018-10-15 08:00:00,13009kt 9999 WM SCT040 BKN 15 13 q1001 16005KT 130V200 9999 -RA SCT035 BKN045 13/12 Q1002 TEMPO 4000 RA
2018-10-15 13:00:00,11005kt 9999 WM FEW030 BKN 20 13 q1005 18009KT 150V210 9999 FEW030 BKN040 18/13 Q1005 NOSIG
2018-10-15 14:00:00,01005kt 9999 WM FEW030 BKN 20 13 q1005 15006KT 100V190 9999 FEW025 BKN045 21/14 Q1005 NOSIG
2018-10-15 15:00:00,03009kt 9999 WM FEW030 BKN 20 13 q1005 VRB01KT 9999 FEW030 BKN045 20/13 Q1006 NOSIG
2018-10-15 18:00:00,04005kt 9999 WM MNClD M 18 12 q1007 31002KT CAVOK 17/13 Q1009 NOSIG
2018-10-15 20:00:00,04003kt 9999 WM M040 M 16 12 q1010 20004KT 9999 FEW035 14/13 Q1010 NOSIG
2018-10-15 23:00:00,33001kt 9999 WM FEWNClD M 12 12 q1011 18003KT 9999 VCFG FEW001 12/12 Q1012 NOSIG
2018-10-16 02:00:00,16003kt 800 FG VVNClD M 12 12 q1013 17005KT 0350 0200 R21/0900D R03/1800N FG VV/// 10/10 Q1013
2018-10-16 03:00:00,16003kt 800 FG NCDNClD M 11 11 q1014 00000KT 7000 NCD 09/09 Q1013
2018-10-16 04:00:00,17003kt 9999 FG FEW050 M 11 11 q1014 20006KT 9999 2000SE MIFG FEW046 10/10 Q1014 TEMPO 1500 BCFG
2018-10-16 05:00:00,20003kt 9999 FG VV050 M 11 11 q1014 17005KT 140V200 9999 1000E BCFG FEW046 09/09 Q1014 TEMPO 1500 BCFG
2018-10-16 06:00:00,18003kt 9999 FG FEW050 M 11 11 q1015 17004KT 9999 FEW046 09/09 Q1015 TEMPO 3000 BCFG
2018-10-16 08:00:00,19003kt 9999 FG FEW050 M 11 11 q1016 00000KT CAVOK 10/10 Q1016 NOSIG
2018-10-16 10:00:00,13001kt 9999 WM FEWNClD M 15 12 q1017 17005KT 140V200 CAVOK 15/11 Q1017 NOSIG
2018-10-16 13:00:00,34005kt 9999 WM FEW030 M 19 12 q1018 01005KT 310V050 9999 FEW030 19/12 Q1018 NOSIG
2018-10-16 14:00:00,34007kt 9999 WM FEWNClD M 18 12 q1018 03007KT 360V080 9999 FEW030 18/13 Q1018 NOSIG
2018-10-16 15:00:00,34005kt 9999 WM FEW030 M 18 11 q1018 01007KT 330V050 9999 FEW030 18/13 Q1018 NOSIG
2018-10-16 16:00:00,34005kt 9999 WM FEW040 M 17 12 q1018 01006KT 330V070 9999 FEW012 18/13 Q1018 NOSIG
2018-10-16 18:00:00,29003kt 9999 WM FEW010 M 15 13 q1018 33003KT 260V010 9999 FEW006 15/14 Q1019 NOSIG
2018-10-16 19:00:00,28003kt 9999 WM M010 M 15 13 q1019 VRB01KT 9999 BKN007 15/14 Q1019 TEMPO 3000 BR BKN008
2018-10-16 22:00:00,27003kt 9999 WM BKN015 M 14 14 q1019 VRB02KT 9999 BKN010 15/14 Q1020 TEMPO 3000 BR
2018-10-16 23:00:00,26003kt 9999 WM BKN015 M 14 13 q1019 VRB02KT 9999 BKN012 15/14 Q1019 TEMPO 3000 BR
2018-10-17 01:00:00,18003kt 9999 WM OVC015 M 12 12 q1019 16004KT 9999 OVC013/// 14/13 Q1019
2018-10-17 03:00:00,20003kt 9999 WM OVCNClD M 12 12 q1019 14003KT 110V170 9999 OVC008/// 14/12 Q1018
2018-10-17 04:00:00,20005kt 9999 WM BKNNClD M 11 11 q1019 16005KT 7000 BKN007 13/12 Q1018 TEMPO 3000 BR
2018-10-17 06:00:00,21003kt 9999 BR FEW005 M 11 11 q1018 16003KT 5000 BR BKN005 12/11 Q1018 TEMPO 3000 BR
2018-10-17 08:00:00,18003kt 9999 WM NSC010 M 12 12 q1018 15003KT 8000 FEW007 12/11 Q1017 NOSIG
2018-10-17 10:00:00,22003kt 9999 WM FEW040 M 14 12 q1017 17003KT 100V250 9999 FEW035 15/13 Q1016 NOSIG
2018-10-17 11:00:00,30003kt 9999 WM FEW015 BKN 14 13 q1017 35004KT 9999 SCT020 16/12 Q1016 NOSIG
2018-10-17 12:00:00,29003kt 9999 WM SCT015 BKN 14 12 q1017 33004KT 9999 SCT010 BKN027 16/13 Q1016 TEMPO 3000 RA BKN012
2018-10-17 13:00:00,26005kt 5000 RA FEW005 OVC 14 12 q1017 32004KT 4000 -RA BKN005 OVC010 14/14 Q1016 TEMPO 1500 RA
2018-10-17 18:00:00,36007kt 9999 WM FEW005 BKN 12 11 q1016 VRB02KT 9999 FEW005 BKN009 BKN014 14/13 Q1015 NOSIG
2018-10-17 19:00:00,34005kt 3000 DZ FEW005 BKN 12 11 q1016 02003KT 340V050 3000 -DZ BR FEW005 BKN008 BKN011 14/13 Q1015 REDZ NOSIG
2018-10-17 20:00:00,33009kt 3000 DZ SCT010 BKN 12 11 q1016 35006KT 320V030 5000 RA SCT007 BKN029 13/13 Q1015 TEMPO 3000 BR BKN008
2018-10-17 22:00:00,35011kt 9999 WM SCT010 BKN 13 12 q1016 02003KT 290V070 9999 SCT009 SCT023 14/13 Q1016 TEMPO 4000 BR
2018-10-17 23:00:00,35011kt 9999 WM FEW005 BKN 13 12 q1015 33004KT 9999 SCT009 BKN013 14/14 Q1015 TEMPO 4000 BR
2018-10-18 01:00:00,01005kt 9999 WM NSCNClD M 14 12 q1015 32003KT 280V020 6000 NSC 14/14 Q1015
2018-10-18 02:00:00,01005kt 9999 WM NSCNClD M 14 13 q1015 36004KT 330V030 8000 NSC 14/14 Q1015
2018-10-18 05:00:00,02009kt 9999 WM BKN015 BKN 15 13 q1015 01005KT 290V060 9999 FEW014 SCT018 BKN034 15/14 Q1015 NOSIG
2018-10-18 07:00:00,02009kt 9999 WM SCT020 BKN 15 13 q1016 02007KT 330V110 9999 SCT018 15/13 Q1017 NOSIG
2018-10-18 08:00:00,03009kt 9999 WM SCT015 M 15 13 q1017 04007KT 330V080 9999 SCT020 15/12 Q1017 NOSIG
2018-10-18 12:00:00,03011kt 9999 WM FEW030 M 19 13 q1018 02007KT 330V060 9999 FEW033 BKN045 17/14 Q1018 NOSIG
2018-10-18 15:00:00,02011kt 9999 WM FEW030 M 18 14 q1017 36007KT 300V050 9999 SCT020 BKN031 17/14 Q1017 NOSIG
2018-10-18 16:00:00,03011kt 9999 WM FEW015 BKN 18 14 q1017 36008KT 310V070 7000 FEW010 SCT020 BKN048 16/14 Q1017 NOSIG
2018-10-18 17:00:00,01007kt 9999 WM FEW015 BKN 17 14 q1017 01007KT 330V060 7000 FEW010 SCT021 16/15 Q1017 NOSIG
2018-10-18 19:00:00,01007kt 9999 WM FEW015 BKN 16 14 q1018 36006KT 320V050 8000 FEW010 BKN017 16/15 Q1018 TEMPO 3000 BR BKN010
2018-10-18 20:00:00,02007kt 9999 WM FEW015 BKN 15 14 q1018 01005KT 320V060 6000 SCT010 BKN038 15/15 Q1018 TEMPO 3000 BR BKN010
2018-10-18 21:00:00,01005kt 9999 WM FEW015 BKN 15 14 q1019 36005KT 320V050 6000 FEW010 BKN038 16/15 Q1019 TEMPO 3000 BR BKN010
2018-10-19 06:00:00,00005kt 9999 FG M005 M 15 14 q1018 36007KT 320V030 9999 1800N BCFG BKN002 15/15 Q1018 TEMPO 1500 BCFG
2018-10-19 07:00:00,01005kt 3000 WM SCT030 M 16 14 q1019 36006KT 330V050 2500 BR SCT002 15/15 Q1019 BECMG 6000 NSW
2018-10-19 10:00:00,01005kt 9999 WM BKN015 M 18 15 q1021 01005KT 280V060 9000 FEW010 18/15 Q1020 NOSIG
2018-10-19 11:00:00,05011kt 9999 WM BKN030 BKN 19 15 q1020 01006KT 290V090 9999 FEW020 20/16 Q1020 NOSIG
2018-10-19 12:00:00,04011kt 9999 WM SCT030 M 20 15 q1020 03007KT 340V070 9999 SCT030 20/15 Q1020 NOSIG
2018-10-19 13:00:00,03011kt 9999 WM FEW040 M 20 15 q1020 05010KT 340V080 9999 SCT032 21/15 Q1019 NOSIG
2018-10-19 15:00:00,02011kt 9999 WM FEW040 M 21 15 q1019 06009KT 340V140 9999 SCT030 20/14 Q1019 NOSIG
2018-10-19 17:00:00,04005kt 9999 WM FEWNClD M 19 15 q1020 04004KT 340V120 9999 FEW030 19/14 Q1019 NOSIG
2018-10-19 18:00:00,01007kt 9999 WM MNClD M 18 14 q1020 05009KT CAVOK 18/14 Q1020 NOSIG
2018-10-19 20:00:00,02007kt 9999 WM MNClD M 17 14 q1022 02006KT 340V070 CAVOK 17/14 Q1021 NOSIG
2018-10-19 22:00:00,02005kt 9999 WM MNClD M 17 14 q1022 02003KT 340V060 CAVOK 16/13 Q1021 NOSIG
2018-10-20 06:00:00,03005kt 9999 FG NSCNClD M 13 12 q1022 00000KT 6000 2500E BCFG NSC 12/11 Q1021 TEMPO 1500 BCFG
2018-10-20 07:00:00,03005kt 9999 FG NSCNClD M 13 12 q1022 34003KT 290V030 7000 BCFG NSC 13/12 Q1022 NOSIG
2018-10-20 08:00:00,03005kt 9999 FG NSCNClD M 14 12 q1023 34003KT 290V020 9000 VCFG NSC 14/12 Q1022 NOSIG
2018-10-20 10:00:00,04007kt 9999 WM MNClD M 18 13 q1024 36006KT 310V050 CAVOK 18/14 Q1023 NOSIG
2018-10-20 11:00:00,05009kt 9999 WM MNClD M 20 13 q1023 02006KT 330V060 CAVOK 20/13 Q1023 NOSIG
2018-10-20 12:00:00,05011kt 9999 WM MNClD M 21 13 q1023 06007KT 360V110 CAVOK 22/13 Q1023 NOSIG
2018-10-20 13:00:00,06011kt 9999 WM MNClD M 22 13 q1022 07010KT 040V100 CAVOK 23/12 Q1021 NOSIG
2018-10-20 14:00:00,05011kt 9999 WM MNClD M 22 13 q1021 03007KT 350V080 CAVOK 23/13 Q1021 NOSIG
2018-10-20 18:00:00,04007kt 9999 WM MNClD M 18 13 q1021 03005KT 330V090 CAVOK 18/13 Q1021 NOSIG
2018-10-20 20:00:00,01003kt 9999 WM MNClD M 16 13 q1021 VRB01KT CAVOK 16/13 Q1021 NOSIG
2018-10-20 21:00:00,00001kt 9999 WM MNClD M 15 13 q1021 00000KT CAVOK 16/13 Q1021 NOSIG
2018-10-20 22:00:00,02001kt 9999 WM MNClD M 15 13 q1022 15005KT 110V180 CAVOK 16/13 Q1022 NOSIG
2018-10-20 23:00:00,02003kt 9999 WM MNClD M 15 13 q1022 09004KT 060V120 CAVOK 16/12 Q1022 NOSIG
2018-10-21 01:00:00,12003kt 9999 WM NCDNClD M 14 13 q1021 20003KT 9999 NCD 14/12 Q1021
2018-10-21 02:00:00,11003kt 800 FG NCDNClD M 14 12 q1021 VRB01KT 9000 NCD 13/12 Q1021
2018-10-21 03:00:00,12001kt 9999 FG NCDNClD M 13 12 q1021 20004KT 9999 NCD 14/12 Q1021
2018-10-21 06:00:00,08001kt 9999 FG MNClD M 13 11 q1021 00000KT CAVOK 13/12 Q1021 NOSIG
2018-10-21 10:00:00,12001kt 9999 WM MNClD M 18 13 q1022 00000KT CAVOK 18/13 Q1021 NOSIG
2018-10-21 12:00:00,05003kt 9999 WM MNClD M 21 14 q1022 02006KT 350V050 CAVOK 21/14 Q1021 NOSIG
2018-10-21 18:00:00,02005kt 9999 WM MNClD M 19 14 q1021 VRB03KT CAVOK 18/14 Q1021 NOSIG
2018-10-21 20:00:00,01005kt 9999 WM MNClD M 17 14 q1022 01003KT 320V060 CAVOK 17/14 Q1022 NOSIG
2018-10-21 21:00:00,01005kt 9999 WM MNClD M 16 14 q1022 01004KT 310V060 CAVOK 16/14 Q1022 NOSIG
2018-10-21 23:00:00,01007kt 9999 WM MNClD M 16 14 q1023 34003KT CAVOK 15/14 Q1023 NOSIG
2018-10-22 06:00:00,07001kt 9999 FG NSCNClD M 13 12 q1025 11001KT 9999 BCFG NSC 11/10 Q1025 TEMPO 1500 BCFG
2018-10-22 07:00:00,04003kt 9999 FG NSCNClD M 13 11 q1025 VRB01KT 9999 BCFG NSC 12/10 Q1025 NOSIG
2018-10-22 08:00:00,05003kt 9999 FG NSCNClD M 13 11 q1026 VRB01KT 9999 BCFG NSC 12/11 Q1026 NOSIG
2018-10-22 09:00:00,05007kt 9999 WM MNClD M 16 11 q1026 36004KT CAVOK 15/12 Q1026 NOSIG
2018-10-22 10:00:00,04009kt 9999 WM MNClD M 17 11 q1027 35003KT CAVOK 17/12 Q1026 NOSIG
2018-10-22 11:00:00,05009kt 9999 WM MNClD M 19 11 q1027 02004KT 270V070 CAVOK 19/12 Q1026 NOSIG
2018-10-22 12:00:00,06011kt 9999 WM MNClD M 20 11 q1026 07012G24KT 020V120 CAVOK 21/10 Q1026 NOSIG
2018-10-22 15:00:00,05011kt 9999 WM MNClD M 20 12 q1026 06014KT 010V090 9999 FEW020 21/11 Q1026 NOSIG
2018-10-22 18:00:00,05011kt 9999 WM FEW030 M 17 11 q1028 05010KT 020V100 9999 FEW024 17/10 Q1027 NOSIG
2018-10-22 20:00:00,05009kt 9999 WM MNClD M 16 11 q1028 04008KT 340V080 CAVOK 16/11 Q1027 NOSIG
2018-10-22 21:00:00,05009kt 9999 WM MNClD M 16 11 q1028 07006KT 020V120 CAVOK 16/10 Q1028 NOSIG
2018-10-22 22:00:00,04007kt 9999 WM MNClD M 15 11 q1028 VRB04KT CAVOK 16/10 Q1028 NOSIG
2018-10-23 01:00:00,04005kt 9999 WM BKNNClD M 15 11 q1027 08009KT 050V120 9999 BKN036/// 17/11 Q1027
2018-10-23 02:00:00,04007kt 9999 WM NCDNClD M 15 11 q1027 09011G21KT 050V140 9999 NCD 17/10 Q1027
2018-10-23 09:00:00,06005kt 9999 WM MNClD M 15 11 q1027 14004KT 080V180 CAVOK 18/10 Q1027 NOSIG
2018-10-23 13:00:00,07011kt 9999 WM MNClD M 21 12 q1027 07010KT 040V110 CAVOK 22/12 Q1026 NOSIG
2018-10-23 14:00:00,07011kt 9999 WM MNClD M 21 12 q1026 08008KT 030V110 9999 FEW030 22/11 Q1026 NOSIG
2018-10-23 16:00:00,08009kt 9999 WM MNClD M 21 12 q1026 08008KT 050V120 CAVOK 21/12 Q1026 NOSIG
2018-10-23 17:00:00,06003kt 9999 WM MNClD M 19 13 q1026 10008KT 070V140 CAVOK 19/12 Q1026 NOSIG
2018-10-23 18:00:00,04003kt 9999 WM MNClD M 17 13 q1026 11005KT 080V140 CAVOK 17/12 Q1027 NOSIG
2018-10-23 20:00:00,06003kt 9999 WM MNClD M 15 11 q1027 VRB02KT CAVOK 16/12 Q1027
2018-10-23 21:00:00,08003kt 9999 WM MNClD M 13 11 q1027 00000KT CAVOK 15/12 Q1027
2018-10-23 23:00:00,13003kt 9999 WM MNClD M 12 11 q1028 17005KT CAVOK 12/11 Q1028
2018-10-24 02:00:00,14003kt 9999 FG NCDNClD M 12 11 q1027 18006KT 9999 NCD 11/10 Q1027
2018-10-24 03:00:00,14003kt 9999 FG NCDNClD M 11 10 q1027 13003KT 9999 NCD 11/10 Q1027
2018-10-24 04:00:00,15003kt 9999 FG NSCNClD M 11 10 q1027 15004KT CAVOK 10/10 Q1027
2018-10-24 05:00:00,16005kt 9999 FG NSCNClD M 11 09 q1027 18005KT 120V230 CAVOK 10/09 Q1027
2018-10-24 07:00:00,14003kt 9999 FG NSCNClD M 10 09 q1027 17006KT 9999 VCFG NSC 09/08 Q1027 NOSIG
2018-10-24 09:00:00,14005kt 9999 FG MNClD M 13 11 q1027 18005KT CAVOK 12/10 Q1027 NOSIG
2018-10-24 10:00:00,11005kt 9999 WM MNClD M 17 11 q1027 16003KT 110V210 CAVOK 16/11 Q1027 NOSIG
2018-10-24 11:00:00,09005kt 9999 WM MNClD M 19 11 q1027 VRB02KT CAVOK 20/12 Q1027 NOSIG
2018-10-24 14:00:00,04003kt 9999 WM MNClD M 21 11 q1025 02005KT 340V060 CAVOK 20/12 Q1025 NOSIG
2018-10-24 18:00:00,09003kt 9999 WM MNClD M 18 11 q1024 VRB01KT CAVOK 17/12 Q1023 NOSIG
2018-10-24 19:00:00,11005kt 9999 WM MNClD M 17 10 q1024 VRB01KT CAVOK 15/12 Q1023 NOSIG
2018-10-24 20:00:00,11003kt 9999 WM MNClD M 15 10 q1024 18004KT CAVOK 14/12 Q1023 NOSIG
2018-10-24 22:00:00,15003kt 9999 WM MNClD M 12 10 q1024 18005KT CAVOK 12/11 Q1023 NOSIG
2018-10-24 23:00:00,16003kt 9999 WM MNClD M 12 10 q1023 19004KT CAVOK 11/10 Q1023 NOSIG
2018-10-25 02:00:00,16005kt 9999 FG NCDNClD M 10 10 q1021 VRB02KT 9000 NCD 09/08 Q1021
2018-10-25 03:00:00,15005kt 800 FG NCDNClD M 09 09 q1021 17004KT 9000 NCD 08/08 Q1020
2018-10-25 06:00:00,16003kt 9999 FG NSCNClD M 08 08 q1020 17006KT 9999 VCFG NSC 08/07 Q1020 TEMPO 1500 BCFG
2018-10-25 07:00:00,17003kt 9999 FG NSCNClD M 08 08 q1020 21004KT 170V230 9999 VCFG NSC 07/06 Q1020 BECMG NSW
2018-10-25 11:00:00,15003kt 9999 WM MNClD M 18 11 q1020 18004KT 140V200 CAVOK 18/10 Q1019 NOSIG
2018-10-25 14:00:00,32005kt 9999 WM MNClD M 21 11 q1018 02006KT CAVOK 19/11 Q1017 NOSIG
2018-10-25 15:00:00,32003kt 9999 WM MNClD M 19 11 q1018 03005KT CAVOK 19/10 Q1017 NOSIG
2018-10-25 16:00:00,29005kt 9999 WM MNClD M 18 11 q1018 02005KT 340V060 CAVOK 19/09 Q1017 NOSIG
2018-10-25 18:00:00,26003kt 9999 WM MNClD M 15 11 q1018 VRB01KT CAVOK 16/10 Q1017 NOSIG
2018-10-25 19:00:00,22003kt 9999 WM MNClD M 15 11 q1018 19004KT 160V220 CAVOK 14/11 Q1017 NOSIG
2018-10-25 21:00:00,17003kt 9999 WM MNClD M 14 12 q1018 00000KT CAVOK 13/10 Q1017 NOSIG
2018-10-25 23:00:00,01001kt 9999 WM MNClD M 12 11 q1017 19005KT CAVOK 11/10 Q1016 NOSIG
2018-10-26 05:00:00,09001kt 9999 FG MNClD M 12 10 q1014 VRB02KT CAVOK 10/09 Q1015 NOSIG
2018-10-26 06:00:00,19001kt 9999 FG NSCNClD M 11 10 q1015 VRB02KT 9999 3000E VCFG NSC 09/09 Q1015 TEMPO 3000
2018-10-26 07:00:00,24001kt 9999 FG NSCNClD M 11 10 q1015 25003KT 190V330 9999 2000E VCFG NSC 09/09 Q1015 NOSIG
2018-10-26 08:00:00,33001kt 9999 FG NSCNClD M 11 10 q1016 VRB04KT 9999 0800E VCFG NSC 09/09 Q1016 TEMPO 3000 BCFG
2018-10-26 10:00:00,02003kt 9999 WM MNClD M 14 12 q1016 VRB02KT CAVOK 14/11 Q1017 NOSIG
