time,fusion
2020-06-18 23:00:00,23001kt 9999 WM SCTNClD BKN 14 12 q1020 VRB01KT CAVOK 13/11 Q1020
2020-06-19 01:00:00,19003kt 9999 BR OVCNClD BKN 13 12 q1020 18005KT CAVOK 12/10 Q1020
2020-06-19 02:00:00,19003kt 9999 WM OVCNClD M 12 12 q1019 18004KT 9999 FEW039 11/10 Q1020
2020-06-19 06:00:00,19005kt 9999 FG BKNNClD M 11 11 q1020 17005KT CAVOK 11/10 Q1020
2020-06-19 10:00:00,21003kt 9999 WM BKN035 M 17 12 q1020 VRB05KT 9999 BKN033 18/09 Q1020
2020-06-19 11:00:00,30007kt 9999 WM FEW040 M 19 13 q1020 VRB03KT 9999 FEW040 21/11 Q1021
2020-06-19 12:00:00,30007kt 9999 WM MNClD M 19 13 q1020 02006KT 330V070 CAVOK 20/11 Q1021
2020-06-19 13:00:00,29011kt 9999 WM MNClD M 19 13 q1021 35007KT 300V070 CAVOK 20/12 Q1021
2020-06-19 15:00:00,29011kt 9999 WM MNClD M 20 14 q1021 VRB06KT CAVOK 21/12 Q1021
2020-06-19 16:00:00,29011kt 9999 WM BKNNClD M 20 14 q1021 35008KT 310V040 CAVOK 21/11 Q1021
2020-06-19 18:00:00,28011kt 9999 WM BKN040 M 20 14 q1021 33007KT 250V050 9999 BKN040 BKN046 20/13 Q1021
2020-06-19 19:00:00,28009kt 9999 WM FEW040 OVC 19 15 q1021 30006KT 250V010 9999 BKN038 OVC045 19/13 Q1021
2020-06-19 20:00:00,27005kt 9999 WM FEW040 OVC 18 15 q1021 17006KT 9999 BKN036 OVC045 19/13 Q1022
2020-06-19 23:00:00,20001kt 9999 WM MNClD M 16 14 q1022 34003KT 280V040 9999 SCT030 BKN037 17/14 Q1023
2020-06-20 01:00:00,17003kt 9999 WM OVC020 M 16 14 q1023 VRB02KT 9999 OVC019 15/14 Q1023
2020-06-20 02:00:00,18003kt 9999 WM OVC020 M 14 13 q1022 VRB01KT 9000 FEW016 SCT040 15/14 Q1022
2020-06-20 04:00:00,18005kt 9999 WM MNClD M 13 13 q1022 19004KT 9000 OVC036 15/14 Q1022
2020-06-20 06:00:00,18005kt 9999 WM OVC035 M 14 12 q1022 18005KT 9999 OVC034 14/13 Q1022
2020-06-20 07:00:00,18007kt 9999 WM MNClD M 16 12 q1022 20005KT 160V240 CAVOK 16/14 Q1022
2020-06-20 08:00:00,18007kt 9999 WM FEW020 M 17 12 q1023 20007KT CAVOK 18/13 Q1023
2020-06-20 09:00:00,19007kt 9999 WM M030 M 18 13 q1022 21009KT 150V250 9999 FEW031 20/12 Q1023
2020-06-20 11:00:00,26007kt 9999 WM BKN045 M 21 13 q1023 26006KT 220V320 9999 FEW042 BKN048 21/11 Q1023
2020-06-20 12:00:00,29007kt 9999 WM BKN050 M 21 14 q1022 24006KT 160V320 9999 BKN045 24/12 Q1023
2020-06-20 13:00:00,25007kt 9999 WM BKNNClD M 23 13 q1022 22006KT 150V280 9999 BKN047 23/12 Q1023
2020-06-20 15:00:00,27011kt 9999 WM BKNNClD M 23 13 q1022 25008KT 170V340 9999 BKN048 24/13 Q1023
2020-06-20 18:00:00,24009kt 9999 WM M040 M 22 14 q1022 28007KT 230V330 CAVOK 23/12 Q1023
2020-06-20 19:00:00,25005kt 9999 WM M040 M 21 15 q1022 25007KT 200V280 CAVOK 22/13 Q1023
2020-06-20 20:00:00,20005kt 9999 WM FEWNClD M 20 15 q1023 23009KT 9999 BKN037 20/13 Q1024
2020-06-20 21:00:00,20007kt 9999 WM OVCNClD M 19 15 q1023 22007KT 190V250 9999 OVC031 19/14 Q1024
2020-06-20 22:00:00,20007kt 9999 WM OVC040 M 18 15 q1024 19006KT 160V230 9999 OVC032 19/14 Q1025
2020-06-20 23:00:00,20005kt 9999 WM OVC040 M 18 15 q1024 19006KT 9999 OVC035 18/14 Q1025
2020-06-21 03:00:00,17003kt 9999 WM OVC025 BKN 16 15 q1024 21006KT 9999 FEW024 BKN035 18/15 Q1024
2020-06-21 06:00:00,18005kt 9999 WM SCT035 OVC 17 15 q1024 18006KT 9999 SCT027 OVC036 18/15 Q1024
2020-06-21 07:00:00,19007kt 9999 WM OVC035 OVC 18 15 q1025 20009KT 150V220 9999 OVC033 18/15 Q1025
2020-06-21 08:00:00,21005kt 9999 WM OVC035 OVC 18 16 q1025 21010KT 170V240 9999 OVC031 19/15 Q1025
2020-06-21 10:00:00,25003kt 9999 WM OVC030 M 19 16 q1025 22009KT 9999 OVC029 20/15 Q1026
2020-06-21 15:00:00,29009kt 9999 BR SCT010 BKN 20 17 q1026 03004KT 330V100 9999 SCT018 SCT023 BKN028 21/17 Q1027
2020-06-21 21:00:00,23001kt 9999 WM MNClD M 18 15 q1027 00000KT CAVOK 16/13 Q1027
2020-06-22 02:00:00,13001kt 9999 WM MNClD M 16 14 q1025 18004KT CAVOK 13/12 Q1026
2020-06-22 03:00:00,17001kt 9999 WM MNClD M 14 14 q1025 18003KT CAVOK 12/11 Q1025
2020-06-22 05:00:00,15003kt 9999 WM NCDNClD M 15 13 q1024 18004KT 150V220 7000 NCD 12/11 Q1025
2020-06-22 07:00:00,10001kt 9999 WM M005 M 16 15 q1024 VRB02KT CAVOK 14/12 Q1024
2020-06-22 09:00:00,01003kt 9999 WM MNClD M 19 15 q1024 VRB02KT CAVOK 20/15 Q1024
2020-06-22 11:00:00,34005kt 9999 WM MNClD M 22 16 q1023 01005KT 330V050 CAVOK 21/15 Q1023
2020-06-22 12:00:00,32007kt 9999 WM MNClD M 22 16 q1022 03008KT 340V060 CAVOK 21/15 Q1023
2020-06-22 14:00:00,31007kt 9999 WM MNClD M 23 16 q1021 36006KT 320V060 CAVOK 25/17 Q1021
2020-06-22 17:00:00,28007kt 9999 WM MNClD M 24 17 q1019 35006KT 320V030 CAVOK 24/16 Q1020
2020-06-22 18:00:00,28007kt 9999 WM MNClD M 23 17 q1019 36004KT 320V050 CAVOK 24/16 Q1019
2020-06-22 21:00:00,27005kt 9999 WM MNClD M 19 16 q1019 VRB02KT CAVOK 19/16 Q1019
2020-06-22 22:00:00,26003kt 9999 WM MNClD M 18 16 q1019 00000KT CAVOK 18/16 Q1019
2020-06-23 02:00:00,23001kt 800 FG SCT005 M 16 15 q1017 20002KT 0150 0100 R21/0700D R03/0550U FG SCT003 15/15 Q1017
2020-06-23 04:00:00,23001kt 800 FG VV005 M 15 15 q1016 00000KT 0150 0100 R21/0400N R03/0450N FG VV001 16/16 Q1016
2020-06-23 06:00:00,25003kt 800 FG VV005 M 16 15 q1016 00000KT 0150 R21/0325N R03/0350N FG VV002 15/15 Q1016
2020-06-23 09:00:00,32003kt 9999 WM OVCNClD M 20 17 q1016 VRB01KT 6000 OVC004 17/17 Q1016
2020-06-23 10:00:00,31005kt 9999 WM MNClD M 21 17 q1016 03005KT 320V070 7000 SCT006 20/17 Q1016
2020-06-23 16:00:00,30009kt 9999 WM OVC010 M 20 17 q1015 32006KT 250V010 9999 OVC007 19/17 Q1015
2020-06-23 17:00:00,31007kt 9999 WM OVC010 M 19 17 q1016 33005KT 280V020 9999 OVC008 19/17 Q1015
2020-06-23 23:00:00,28005kt 9999 WM OVC010 M 17 16 q1017 33003KT 250V020 6000 OVC006 17/16 Q1016
2020-06-24 02:00:00,24005kt 9999 WM OVC010 M 17 16 q1015 VRB02KT 9000 OVC007 17/16 Q1016
2020-06-24 03:00:00,25005kt 9999 WM OVC010 M 17 16 q1015 VRB02KT 9000 OVC007 17/16 Q1015
2020-06-24 05:00:00,24003kt 9999 WM OVC010 M 17 16 q1015 VRB01KT 7000 OVC007 17/16 Q1015
2020-06-24 06:00:00,23003kt 9999 WM OVC010 M 16 16 q1016 00000KT 6000 OVC008 17/16 Q1016
2020-06-24 08:00:00,27005kt 9999 WM OVC010 M 17 16 q1016 00000KT 9999 OVC009 17/16 Q1016
2020-06-24 09:00:00,29005kt 9999 WM OVC010 M 18 17 q1016 VRB02KT 9999 OVC010 18/16 Q1016
2020-06-24 10:00:00,30005kt 9999 WM OVC015 M 17 17 q1017 29003KT 220V350 9999 OVC010 18/16 Q1016
2020-06-24 11:00:00,30007kt 9999 WM OVC010 M 18 17 q1017 32005KT 260V020 9999 OVC008 18/16 Q1017
2020-06-24 14:00:00,31007kt 9999 WM OVC010 OVC 20 16 q1017 35005KT 320V040 9999 FEW008 OVC014 19/16 Q1017
2020-06-24 16:00:00,31007kt 9999 WM OVC015 M 20 16 q1017 01005KT 270V070 9999 OVC013 19/16 Q1017
2020-06-24 17:00:00,31007kt 9999 WM FEW015 M 19 16 q1017 01005KT 310V060 9999 BKN011 OVC016 18/16 Q1017
2020-06-24 19:00:00,30005kt 9999 WM OVC015 M 18 16 q1018 01004KT 300V060 9999 OVC014 18/16 Q1018
2020-06-24 20:00:00,29005kt 9999 WM OVC015 M 17 16 q1018 01003KT 320V060 9999 OVC014 17/15 Q1018
2020-06-24 22:00:00,30005kt 5000 WM OVC015 M 16 15 q1018 34004KT 300V020 9999 OVC014 17/15 Q1018
2020-06-25 02:00:00,27003kt 9999 WM BKN020 OVC 16 15 q1016 VRB02KT 9999 BKN016 OVC021 16/14 Q1017
2020-06-25 03:00:00,28003kt 9999 WM BKN025 OVC 16 15 q1016 32003KT 280V030 9999 BKN023 OVC044 16/14 Q1017
2020-06-25 04:00:00,30003kt 9999 WM BKN015 M 16 15 q1016 34004KT 300V020 9999 BKN015 16/14 Q1017 NOSIG
2020-06-25 05:00:00,32003kt 9999 WM BKN015 M 16 15 q1016 VRB02KT 9999 BKN012 16/14 Q1017 NOSIG
2020-06-25 07:00:00,32003kt 5000 WM BKN015 BKN 17 16 q1017 34004KT 280V030 9999 SCT010 BKN016 16/14 Q1017 NOSIG
2020-06-25 08:00:00,32005kt 9999 WM SCT015 BKN 18 16 q1017 01004KT 330V070 9999 SCT012 BKN020 17/14 Q1018 NOSIG
2020-06-25 09:00:00,31005kt 9999 WM SCT015 BKN 18 16 q1017 01005KT 340V060 9999 FEW012 BKN021 18/14 Q1018 NOSIG
2020-06-25 10:00:00,30005kt 9999 WM OVC010 BKN 18 15 q1018 02005KT 330V060 9999 FEW012 BKN021 18/14 Q1017 NOSIG
2020-06-25 16:00:00,31009kt 9999 WM FEW015 M 19 15 q1017 34007KT 300V020 9999 BKN020 18/13 Q1017 NOSIG
2020-06-25 19:00:00,32005kt 9999 WM FEW015 M 18 14 q1017 03003KT 300V080 9999 FEW015 BKN021 17/14 Q1018 NOSIG
2020-06-25 20:00:00,32005kt 9999 WM FEW015 BKN 17 15 q1018 VRB02KT 9999 FEW015 BKN025 17/14 Q1018 NOSIG
2020-06-25 21:00:00,00001kt 9999 WM FEW015 M 16 14 q1018 VRB02KT 9999 FEW012 BKN025 16/13 Q1018 NOSIG
2020-06-25 23:00:00,15003kt 9999 WM OVC020 M 16 15 q1017 VRB02KT 9999 OVC017 16/13 Q1018 NOSIG
2020-06-26 03:00:00,19003kt 9999 WM OVC025 OVC 14 14 q1016 24003KT 200V270 9999 OVC022 16/12 Q1016
2020-06-26 04:00:00,20003kt 9999 WM NSC025 M 14 13 q1015 21004KT 9999 SCT024 16/13 Q1016 NOSIG
2020-06-26 05:00:00,18003kt 800 FG M025 M 14 14 q1015 23006KT 9999 OVC024 16/12 Q1016 NOSIG
2020-06-26 06:00:00,20003kt 9999 WM BKN050 OVC 14 14 q1016 20004KT 160V220 9999 BKN028 16/13 Q1016 NOSIG
2020-06-26 07:00:00,19007kt 9999 WM FEW030 M 16 14 q1016 21006KT 170V230 9999 BKN026 16/13 Q1016 NOSIG
2020-06-26 09:00:00,20009kt 9999 WM BKN030 M 17 14 q1015 20007KT 150V280 9999 SCT030 21/12 Q1015 NOSIG
2020-06-26 10:00:00,20009kt 9999 WM BKN040 M 19 14 q1014 21009KT 170V270 9999 FEW028 SCT042 21/11 Q1015 NOSIG
2020-06-26 11:00:00,21009kt 9999 WM SCT035 M 20 15 q1014 23014KT 190V260 9999 SCT038 21/13 Q1015 NOSIG
2020-06-26 12:00:00,21011kt 9999 WM FEW035 M 20 15 q1014 20012KT 140V230 9999 FEW034 21/12 Q1015 NOSIG
2020-06-26 14:00:00,20011kt 9999 RA FEW040 M 19 15 q1014 21013KT 170V240 9999 FEW040 20/12 Q1015 NOSIG
2020-06-26 16:00:00,21011kt 9999 WM BKN040 M 20 15 q1014 22014KT 180V250 9999 SCT040 20/13 Q1014 NOSIG
2020-06-26 17:00:00,22009kt 9999 WM FEW035 SCT 20 15 q1014 21015KT 9999 FEW033 SCT045 20/14 Q1014 NOSIG
2020-06-26 19:00:00,21003kt 9999 DZ BKN015 SCT 19 16 q1014 20009KT 140V240 9999 FEW015 SCT043 BKN049 19/15 Q1015 NOSIG
2020-06-26 20:00:00,22003kt 9999 WM BKN020 SCT 18 15 q1014 19008KT 160V230 9999 FEW012 SCT022 BKN036 18/15 Q1015 NOSIG
2020-06-26 23:00:00,20001kt 9999 WM SCTNClD M 17 15 q1016 22006KT 170V260 9999 SCT026 BKN049 19/15 Q1015 NOSIG
2020-06-27 01:00:00,19003kt 9999 WM OVC045 OVC 18 16 q1015 21011KT 180V240 9999 SCT040 19/15 Q1015
2020-06-27 02:00:00,20003kt 9999 WM OVC040 OVC 18 16 q1015 24008KT 210V280 9999 BKN040 OVC047 19/15 Q1015
2020-06-27 03:00:00,21007kt 9999 WM BKN040 OVC 18 16 q1014 22014KT 9999 BKN035 OVC046 18/15 Q1015
2020-06-27 04:00:00,21009kt 9999 WM FEW015 BKN 18 16 q1014 22011KT 9999 FEW015 BKN046 18/15 Q1015 NOSIG
2020-06-27 07:00:00,20007kt 9999 WM FEW015 BKN 19 16 q1015 22009KT 9999 FEW010 SCT023 BKN035 18/16 Q1015 TEMPO BKN012
2020-06-27 11:00:00,27011kt 9999 WM SCT005 BKN 20 17 q1017 34004KT 290V050 7000 FEW002 SCT006 BKN013 18/18 Q1017 TEMPO BKN015
2020-06-27 12:00:00,27011kt 9999 WM FEW005 BKN 20 16 q1017 36005KT 320V070 8000 FEW003 BKN005 18/17 Q1017 TEMPO 3000 -RADZ
2020-06-27 17:00:00,29011kt 9999 WM SCT005 BKN 19 16 q1017 32010KT 240V020 9999 SCT030 20/16 Q1018 NOSIG
2020-06-27 20:00:00,28007kt 9999 WM FEW040 M 18 15 q1019 30010KT 250V010 9999 BKN035 18/14 Q1019 NOSIG
2020-06-27 21:00:00,26003kt 9999 WM FEWNClD M 17 15 q1020 29005KT 250V330 9999 FEW030 17/14 Q1019 NOSIG
2020-06-27 22:00:00,22003kt 9999 WM MNClD M 17 15 q1020 21003KT 190V260 CAVOK 16/14 Q1020 NOSIG
2020-06-27 23:00:00,22003kt 9999 WM BKN045 M 16 15 q1020 18003KT 9999 SCT043 17/14 Q1020 NOSIG
2020-06-28 01:00:00,15003kt 9999 WM OVCNClD OVC 17 15 q1020 13002KT CAVOK 15/13 Q1019
2020-06-28 05:00:00,18005kt 9999 WM FEW015 M 17 16 q1018 18004KT 150V210 7000 -DZ BKN025 17/15 Q1019 TEMPO 3000 -RA
2020-06-28 06:00:00,19005kt 9999 WM FEW015 BKN 17 16 q1019 15005KT 9999 FEW010 SCT015 OVC028 17/16 Q1019 TEMPO 4500 -DZ BKN010
2020-06-28 07:00:00,21007kt 9999 WM FEW015 OVC 18 16 q1019 23012KT 9999 FEW010 OVC021 18/15 Q1020 TEMPO 4500 -DZ BKN010
2020-06-28 08:00:00,22007kt 9999 WM BKN015 BKN 18 17 q1020 23012KT 9999 FEW012 BKN023 18/16 Q1020 TEMPO 4500 -DZ BKN010
2020-06-28 10:00:00,25009kt 9999 WM BKN010 BKN 20 17 q1020 23006KT 170V290 9999 FEW010 BKN021 21/17 Q1020 NOSIG
2020-06-28 13:00:00,28011kt 9999 WM BKN010 BKN 19 17 q1020 33007KT 250V030 7000 SCT006 BKN016 20/18 Q1021 TEMPO 3000 BR BKN010
2020-06-28 14:00:00,29009kt 9999 WM SCT010 BKN 20 18 q1020 33009KT 280V050 8000 SCT008 BKN013 19/18 Q1021 NOSIG
2020-06-28 15:00:00,29009kt 9999 WM BKN005 OVC 21 17 q1020 31007KT 260V030 7000 FEW005 OVC010 20/18 Q1021 NOSIG
2020-06-28 16:00:00,30009kt 9999 WM BKN005 OVC 21 17 q1021 33009KT 280V030 7000 BKN005 19/18 Q1021 TEMPO 3000 -DZ
2020-06-28 17:00:00,30009kt 9999 BR BKN010 M 20 17 q1021 35007KT 310V040 5000 BR OVC007 18/17 Q1021 NOSIG
2020-06-28 18:00:00,31007kt 9999 WM BKN010 BKN 19 17 q1020 34006KT 300V030 6000 BKN009 BKN012 18/16 Q1021 NOSIG
2020-06-28 20:00:00,35005kt 9999 WM SCT030 M 18 16 q1021 VRB02KT 9999 SCT026 BKN048 18/16 Q1022 NOSIG
2020-06-28 21:00:00,00003kt 9999 WM BKN015 M 18 16 q1022 VRB02KT 9999 BKN030 17/16 Q1022 NOSIG
2020-06-28 23:00:00,01005kt 9999 WM BKN035 M 17 16 q1022 34003KT 300V030 9999 BKN034 17/16 Q1022 NOSIG
2020-06-29 05:00:00,08003kt 9999 WM OVCNClD BKN 16 15 q1021 31001KT CAVOK 14/14 Q1021 NOSIG
2020-06-29 06:00:00,35001kt 9999 WM MNClD M 16 15 q1021 VRB02KT CAVOK 15/15 Q1022 NOSIG
2020-06-29 08:00:00,02003kt 9999 WM SCT015 OVC 18 14 q1022 36005KT 300V050 9999 SCT028 17/14 Q1022 NOSIG
2020-06-29 11:00:00,35009kt 9999 WM FEW030 M 19 14 q1021 01007KT 330V060 9999 FEW030 19/14 Q1022 NOSIG
2020-06-29 12:00:00,34009kt 9999 WM FEW030 M 19 14 q1021 02009KT 340V070 9999 FEW030 19/14 Q1022 NOSIG
2020-06-29 17:00:00,34009kt 9999 WM MNClD M 19 13 q1020 02007KT 330V070 CAVOK 19/13 Q1020 NOSIG
2020-06-29 18:00:00,34007kt 9999 WM MNClD M 19 14 q1020 03006KT 330V070 CAVOK 19/13 Q1020 NOSIG
2020-06-30 02:00:00,17001kt 9999 WM MNClD M 14 13 q1017 19001KT CAVOK 15/13 Q1017
2020-06-30 03:00:00,23001kt 3000 BR OVC005 M 14 13 q1016 19005KT CAVOK 14/12 Q1017
2020-06-30 07:00:00,24001kt 9999 WM OVC040 M 16 15 q1016 VRB01KT 9999 BKN038 16/14 Q1016 NOSIG
2020-06-30 08:00:00,01003kt 9999 WM FEW015 M 18 16 q1016 VRB01KT 9999 FEW011 SCT037 19/14 Q1016 NOSIG
2020-06-30 11:00:00,33007kt 9999 WM FEW030 M 20 17 q1015 02005KT 330V090 9999 FEW030 23/17 Q1015 NOSIG
2020-06-30 14:00:00,33009kt 9999 WM FEW015 OVC 20 17 q1015 35009KT 320V050 9999 FEW010 22/17 Q1014 NOSIG
2020-06-30 15:00:00,33009kt 9999 WM BKN015 OVC 20 17 q1014 34009KT 290V040 9999 4000NE BKN011 21/18 Q1014 NOSIG
2020-06-30 16:00:00,33007kt 9999 WM BKN015 BKN 20 17 q1014 35009KT 300V050 6000 FEW001 BKN013 BKN040 21/17 Q1014 NOSIG
2020-06-30 18:00:00,32007kt 9999 WM OVC025 SCT 20 17 q1014 04006KT 350V070 9999 FEW020 SCT038 22/17 Q1014 NOSIG
2020-06-30 21:00:00,29003kt 9999 WM FEW030 M 18 17 q1015 00000KT 9999 FEW025 18/17 Q1015 NOSIG
2020-06-30 22:00:00,28003kt 9999 WM FEW030 M 18 17 q1015 34003KT 300V010 9999 FEW030 18/17 Q1015 NOSIG
2020-06-30 23:00:00,28003kt 9999 WM FEW015 M 18 16 q1015 VRB02KT 9999 FEW013 18/16 Q1015 NOSIG
2020-07-01 02:00:00,21005kt 9999 WM BKN015 OVC 18 16 q1014 VRB02KT 9999 BKN015 BKN027 OVC032 17/16 Q1014
2020-07-01 05:00:00,25005kt 9999 WM FEW005 BKN 17 17 q1014 31006KT 270V010 9000 2000S FEW004 SCT009 BKN017 16/16 Q1014 TEMPO 3000 BR
2020-07-01 06:00:00,26005kt 3000 WM BKN010 BKN 17 16 q1014 28006KT 240V320 6000 -DZ SCT008 BKN018 17/16 Q1015 TEMPO 3000
2020-07-01 08:00:00,28007kt 9999 WM BKN010 BKN 18 16 q1015 30005KT 240V350 9999 FEW010 BKN030 17/15 Q1016 TEMPO 3000 -RADZ BKN010
2020-07-01 09:00:00,28009kt 9999 WM BKN015 BKN 19 15 q1016 30008KT 260V350 9999 FEW015 BKN025 18/15 Q1016 TEMPO 3000 -RADZ BKN010
2020-07-01 11:00:00,28011kt 9999 WM BKN025 SCT 19 15 q1016 32010KT 260V360 9999 FEW028 SCT042 19/14 Q1017 NOSIG
2020-07-01 12:00:00,29011kt 9999 WM SCT025 SCT 19 15 q1016 33009KT 240V050 9999 SCT024 SCT042 19/13 Q1017 NOSIG
2020-07-01 14:00:00,29011kt 9999 WM SCT040 BKN 20 15 q1017 33010KT 270V010 9999 SCT040 20/13 Q1017 NOSIG
2020-07-01 17:00:00,30009kt 9999 WM FEW025 SCT 19 14 q1018 34009KT 290V040 9999 SCT035 19/13 Q1018 NOSIG
2020-07-01 19:00:00,30007kt 9999 WM FEW020 BKN 18 14 q1018 36006KT 320V050 9999 BKN019 18/13 Q1018 NOSIG
2020-07-01 20:00:00,30005kt 9999 WM FEW020 BKN 17 13 q1018 34004KT 290V030 9999 BKN018 17/13 Q1018 NOSIG
2020-07-01 21:00:00,29003kt 9999 WM BKN025 BKN 16 14 q1019 VRB02KT 9999 SCT022 16/13 Q1019 NOSIG
2020-07-02 02:00:00,24003kt 9999 WM FEW045 M 14 12 q1019 19003KT CAVOK 15/12 Q1019
2020-07-02 03:00:00,26005kt 9999 WM FEW045 M 14 12 q1019 30005KT 250V030 6000 FEW021 BKN029 BKN043 15/13 Q1019
2020-07-02 04:00:00,26005kt 9999 WM SCT030 BKN 14 12 q1019 VRB02KT 9999 SCT013 BKN022 15/13 Q1019 NOSIG
2020-07-02 05:00:00,26005kt 9999 WM SCT015 SCT 14 13 q1019 00000KT 9999 BKN012 BKN019 15/13 Q1019 NOSIG
2020-07-02 06:00:00,25005kt 9999 FG SCT015 SCT 14 13 q1019 19003KT 9999 FEW012 SCT024 BKN030 15/13 Q1020 NOSIG
2020-07-02 11:00:00,34009kt 9999 WM FEW025 SCT 17 13 q1022 02006KT 340V060 9999 FEW020 BKN045 18/12 Q1022 NOSIG
2020-07-02 13:00:00,33009kt 9999 WM FEW025 M 18 12 q1022 01007KT 300V060 9999 FEW022 19/09 Q1023 NOSIG
2020-07-02 17:00:00,33009kt 9999 WM SCT025 M 17 12 q1023 01007KT 310V080 9999 FEW024 SCT030 17/11 Q1023 NOSIG
2020-07-02 19:00:00,34007kt 9999 WM FEW040 M 17 11 q1024 36007KT 320V050 9999 FEW035 17/09 Q1024 NOSIG
2020-07-02 20:00:00,34003kt 9999 WM FEW030 M 16 11 q1024 01005KT 320V070 9999 FEW029 16/09 Q1024 NOSIG
2020-07-02 21:00:00,35003kt 9999 WM FEW030 M 15 12 q1025 01003KT 300V070 9999 SCT030 16/10 Q1025 NOSIG
2020-07-02 22:00:00,35003kt 9999 WM FEW035 M 15 12 q1025 36005KT 300V030 9999 SCT032 16/09 Q1025 NOSIG
2020-07-03 04:00:00,17003kt 9999 FG NSCNClD M 10 10 q1024 18004KT 9999 FEW030 10/09 Q1024 NOSIG
2020-07-03 07:00:00,14003kt 9999 FG NSC030 M 12 11 q1025 VRB02KT CAVOK 12/10 Q1025 NOSIG
2020-07-03 10:00:00,01007kt 9999 WM SCT030 M 18 12 q1025 01004KT 300V070 9999 SCT026 18/11 Q1025 NOSIG
2020-07-03 11:00:00,00007kt 9999 WM SCT030 M 19 12 q1025 VRB06KT 9999 SCT026 19/12 Q1025 NOSIG
2020-07-03 12:00:00,35007kt 9999 WM FEW030 M 19 12 q1025 02008KT 340V080 9999 FEW026 19/12 Q1025 NOSIG
2020-07-03 17:00:00,34007kt 9999 WM MNClD M 19 13 q1025 01008KT 320V070 CAVOK 19/11 Q1025 NOSIG
2020-07-03 18:00:00,35007kt 9999 WM MNClD M 19 13 q1025 01007KT 320V050 CAVOK 18/11 Q1025 NOSIG
2020-07-03 20:00:00,34003kt 9999 WM MNClD M 17 12 q1025 36005KT 320V030 CAVOK 17/11 Q1025 NOSIG
2020-07-03 22:00:00,34001kt 9999 WM MNClD M 15 11 q1025 VRB01KT CAVOK 15/11 Q1026 NOSIG
2020-07-03 23:00:00,17001kt 9999 WM MNClD M 14 12 q1025 00000KT CAVOK 14/11 Q1026 NOSIG
2020-07-04 01:00:00,16003kt 9999 WM MNClD M 13 11 q1025 18004KT CAVOK 12/11 Q1025
2020-07-04 04:00:00,17003kt 9999 WM MNClD M 12 10 q1024 17004KT CAVOK 11/10 Q1024 NOSIG
2020-07-04 07:00:00,19003kt 9999 WM MNClD M 16 12 q1025 VRB01KT CAVOK 15/12 Q1025 NOSIG
2020-07-04 14:00:00,32007kt 9999 WM MNClD M 22 17 q1024 02008KT 340V070 CAVOK 23/16 Q1025 NOSIG
2020-07-04 15:00:00,31009kt 9999 WM MNClD M 22 17 q1024 02009KT 330V060 CAVOK 22/17 Q1025 NOSIG
2020-07-04 16:00:00,32007kt 9999 WM MNClD M 21 17 q1024 02007KT 310V060 CAVOK 21/16 Q1024 NOSIG
2020-07-04 18:00:00,32005kt 9999 WM BKN015 M 21 17 q1024 02006KT 340V070 9999 BKN015 20/17 Q1024 NOSIG
2020-07-04 20:00:00,33003kt 9999 WM OVC010 M 19 17 q1024 04004KT 010V070 9999 OVC009 19/17 Q1025 NOSIG
2020-07-04 21:00:00,34001kt 9999 WM BKN010 M 18 17 q1025 02003KT 330V060 9999 BKN008 18/17 Q1025 NOSIG
2020-07-04 22:00:00,31001kt 9999 WM BKN010 M 19 17 q1025 VRB02KT 9999 BKN007 19/17 Q1025 NOSIG
2020-07-05 01:00:00,15001kt 9999 WM OVC015 M 18 16 q1024 VRB02KT 9999 OVC004 18/17 Q1024
2020-07-05 06:00:00,14001kt 1500 FG OVC005 M 17 16 q1022 01003KT 320V040 1500 0500E BCFG OVC004 17/17 Q1023 TEMPO 3000 BR
2020-07-05 08:00:00,19001kt 5000 BR OVC005 M 18 17 q1023 36004KT 320V050 3500 BR OVC005 18/17 Q1024 TEMPO 5000 NSW SCT010
2020-07-05 09:00:00,33003kt 9999 BR OVC005 OVC 19 17 q1023 01004KT 320V070 3500 BR OVC005 19/17 Q1024 TEMPO 5000 NSW SCT010
2020-07-05 13:00:00,34009kt 9999 WM BKN010 M 20 18 q1024 35007KT 280V040 9999 BKN007 20/17 Q1024 TEMPO SCT010
2020-07-05 15:00:00,35009kt 9999 WM BKN010 M 20 18 q1023 35010KT 280V020 9999 BKN007 19/17 Q1023 NOSIG
2020-07-05 16:00:00,35009kt 9999 WM BKN010 M 21 17 q1022 36010KT 320V050 7000 BKN007 19/17 Q1023 NOSIG
2020-07-05 20:00:00,00007kt 9999 WM SCT010 OVC 18 17 q1023 36010KT 320V040 9999 SCT006 OVC009 17/16 Q1024 TEMPO 3000 BR
2020-07-05 22:00:00,01005kt 9999 WM BKN015 M 18 17 q1024 02007KT 340V060 9999 BKN012 18/16 Q1024 TEMPO 3000 BR
2020-07-05 23:00:00,02007kt 9999 WM BKN015 M 18 16 q1024 02006KT 330V070 9999 BKN015 18/16 Q1024 TEMPO 3000 BR
2020-07-06 03:00:00,02003kt 9999 WM FEW030 OVC 17 16 q1023 02005KT 330V070 9999 FEW011 OVC022 18/16 Q1023
2020-07-06 04:00:00,02005kt 9999 WM FEW015 M 17 16 q1023 36006KT 320V060 9999 FEW012 BKN024 17/16 Q1023 NOSIG
